WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
618,BDI,GGXCNL_NGDP,Burundi,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.472,4.82,-4.846,-1.419,-2.05,-4.326,-10.026,-5.215,-5.16,-6.145,-6.435,-8.721,-5.381,-14.738,-15.46,-10.556,-9.924,-2.51,-2.704,-5.145,-3.637,-3.491,-3.794,-1.811,-3.634,-5.311,-6.195,-7.778,-8.611,-9.062,-9.962,-10.941,-11.389,-13.232,-15.35,2015
624,CPV,GGXCNL_NGDP,Cabo Verde,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.84,-11.837,-12.403,-11.49,-3.564,-11.463,-17.84,-6.465,-7.838,-4.499,-3.677,-6.003,-5.067,-0.941,-1.551,-5.804,-10.524,-7.652,-10.285,-9.308,-7.612,-4.555,-3.035,-2.972,-2.818,-2.196,-1.448,-1.149,-1.001,-0.914,-0.817,2018
522,KHM,GGXCNL_NGDP,Cambodia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.536,-3.724,-5.358,-3.802,-4.815,-5.146,-6.381,-6.169,-3.562,-0.384,-0.172,0.727,0.503,-4.781,-3.795,-4.695,-4.525,-2.616,-1.643,-0.646,-0.3,-0.775,-0.829,-1.312,-1.678,-2.05,-2.374,-2.757,-2.778,2018
622,CMR,GGXCNL_NGDP,Cameroon,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.614,0.91,1.608,0.614,-0.491,3.292,30.453,4.139,2.09,-0.044,-0.98,-2.355,-1.446,-3.705,-4.171,-4.422,-6.092,-4.873,-2.492,-2.294,-2.107,-1.927,-1.87,-1.862,-1.937,2017
156,CAN,GGXCNL_NGDP,Canada,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-4.044,-2.892,-6.898,-7.998,-7.94,-8.757,-7.322,-5.746,-4.511,-4.718,-5.912,-8.36,-9.199,-8.935,-6.936,-5.49,-3.053,0.039,0.143,1.656,2.64,0.529,-0.234,-0.127,0.768,1.553,1.828,1.82,0.184,-3.881,-4.738,-3.309,-2.525,-1.495,0.175,-0.062,-0.417,-0.31,-0.392,-0.731,-0.74,-0.645,-0.592,-0.524,-0.387,2018
626,CAF,GGXCNL_NGDP,Central African Republic,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.722,-3.247,-6.598,-7.996,-7.327,-5.663,-7.574,-4.84,-1.059,-1.565,0.001,-0.496,-2.008,-0.881,-1.163,-3.047,-1.719,-4.343,8.584,1.044,-1.231,-0.553,-1.347,-2.135,0.353,-5.935,-3.935,-0.588,1.07,-1.063,0.371,2.581,0.649,-0.346,-0.711,-0.455,-0.412,2018
628,TCD,GGXCNL_NGDP,Chad,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.052,-3.711,-3.346,-2.245,-5.279,-6.073,-4.585,-5.292,-5.598,-2.387,-0.068,2.22,2.525,3.614,-9.203,-4.152,2.391,0.473,-2.065,-4.182,-4.38,-1.937,-0.231,1.933,0.31,1.775,1.869,2.517,3.317,2.723,2017
228,CHL,GGXCNL_NGDP,Chile,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.266,1.552,2.123,1.425,1.448,3.123,2.085,2.059,0.392,-2.031,-0.697,-0.498,-1.18,-0.42,2.048,4.543,7.459,7.909,3.934,-4.241,-0.361,1.422,0.681,-0.47,-1.49,-2.077,-2.651,-2.615,-1.465,-2.179,-2.066,-1.508,-0.964,-0.705,-0.469,2018
924,CHN,GGXCNL_NGDP,China,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,0.219,-0.009,0.069,0.918,-0.343,-0.695,-0.957,-0.908,-0.715,-1.038,-1.216,-0.887,-1.676,-0.945,-0.734,-0.728,-1.079,-2.304,-2.824,-2.576,-2.861,-2.374,-1.499,-1.39,-1.135,0.059,-0.025,-1.74,-0.36,-0.098,-0.301,-0.832,-0.908,-2.786,-3.704,-3.9,-4.82,-6.096,-6.317,-6.199,-6.23,-6.187,-6.104,2018
233,COL,GGXCNL_NGDP,Colombia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,-4.32,-3.809,-3.882,-2.493,-1.947,-0.602,-0.901,-1.457,-0.407,0.351,-0.067,-0.241,-0.138,-1.002,-2.502,-3.237,-3.876,-5.383,-2.965,-2.927,-3.467,-2.715,-1.276,-0.014,-1,-0.854,0.042,-2.673,-3.308,-1.996,0.107,-1.076,-1.878,-3.519,-2.426,-2.586,-2.698,-1.745,-0.869,-0.453,-0.513,-0.787,-0.582,2018
632,COM,GGXCNL_NGDP,Comoros,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,-5.743,-5.05,-4.851,-3.122,-2.696,-1.316,-1.03,-2.258,-1.992,1.275,-3.704,-4.134,-3.43,-1.302,-2.006,-0.457,-1.139,-2.129,-2.146,-2.045,-0.98,0.032,-1.507,-1.179,-1.464,0.36,4.204,0.861,1.96,10.489,-0.331,2.538,-4.415,0.35,-1.034,-3.309,-2.234,-2.217,-2.29,-2.143,-2.303,2018
636,COD,GGXCNL_NGDP,Democratic Republic of the Congo,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.562,-1.056,-1.548,-1.348,-1.846,-1.273,0.719,-4.242,-0.433,0.639,1.056,0.454,-0.477,0.925,-1.001,-0.985,1.75,1.874,-0.017,-0.406,-0.495,1.355,0.399,-0.08,0.132,0.378,0.447,0.438,0.417,2018
634,COG,GGXCNL_NGDP,Republic of Congo,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.81,-4.265,-12.471,-14.186,-12.651,-12.422,-7.408,10.28,4.055,-5.928,-5.328,1.178,-0.767,-8.095,0.403,3.644,14.637,16.646,10.601,27.247,4.932,16.597,16.974,9.375,-3.648,-13.638,-24.753,-20.41,-7.387,6.595,8.56,8.379,8.003,8.249,7.65,7.373,2018
